portfolio_position,intervention_id,intervention_name,target_profiles,territory_or_scope,population_low,population_base,population_high,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,marginal_access_high_optimistic_sensitivity,access_factor_status,gross_tokens_low,gross_tokens_base,gross_tokens_high,base_marginal_access_per_million_tokens,conservative_access_per_million_tokens,optimistic_access_per_million_tokens,scarcity_adjusted_access_per_million_tokens,scarcity_adjusted_access_per_million_tokens_sensitivity,base_efficiency_rank_low,base_efficiency_rank_high,conservative_efficiency_rank_low,conservative_efficiency_rank_high,optimistic_efficiency_rank_low,optimistic_efficiency_rank_high,scarcity_efficiency_rank_low,scarcity_efficiency_rank_high,informative_rank_best,informative_rank_worst,informative_rank_views_available,conservative_view_treatment,admission_lane,admission_lane_rank_low,admission_lane_rank_high,population_observation_ids,population_source_ids,sensitivity_label_note,evidence_caveat
104,OBS-GRG-US-005,Lakota Language Consortium consistent phonemic teaching orthography edition,lkt-Latn-US,United States,9835,10590,11345,0,2648,11345,11345,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,650.127,0.000,12429.648,,,103,103,1,134,103,103,35,134,103,103,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,103,103,GRG-US-005,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Lakota does not report orthographic affiliation; interval is a ceiling for this exact edition Caveat: Selection defines one production edition and does not assert community-wide orthographic consensus."
105,OBS-GRG-US-007,Cherokee syllabary edition,chr-Cher-US,United States,9552,10440,11328,0,2610,11328,11328,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,640.798,0.000,12411.023,,,104,104,1,134,104,104,35,134,104,104,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,104,104,GRG-US-007,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
106,OBS-GRG-US-021,Two-output CHamoru/Chamorro bundle: Guam 2024 official orthography plus CNMI 2010 official orthography,ch-Latn-GU|ch-Latn-MP,United States,18173,19690,21207,0,4922,21207,21207,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,1825474,8146098,37329142,604.216,0.000,11617.257,,,105,105,1,134,105,105,35,134,105,105,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,105,105,GRG-US-021,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: One US ACS Chamorro observation cannot be assigned between Guam and CNMI outputs and must never be multiplied by two Caveat: Two standards are exact; localized audience shares are unknown."
107,OBS-GRG-US-008,Zuni/Shiwi school-literacy profile,zun-Latn-US,United States,7229,8109,8989,0,2027,8989,8989,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,497.662,0.000,9848.401,,,106,106,1,134,106,106,35,134,106,106,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,106,106,GRG-US-008,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
108,OBS-GRG-US-019,Pohnpei State standard Pohnpeian,pon-Latn-FM,United States,6198,7412,8626,0,1853,8626,8626,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,454.942,0.000,9450.696,,,108,108,1,134,107,107,35,134,107,108,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,107,107,GRG-US-019,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
109,OBS-GRG-AU-001,Australian Kriol practical written standard,rop-Latn-AU,Australia,7478,7478,7478,0,1870,7478,7478,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,459.116,0.000,8192.941,,,107,107,1,134,109,109,35,134,107,109,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,107,107,GRG-AU-001,GRG-S002,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
110,OBS-GRG-US-009,Third Mesa Hopi edition using the Hopi Dictionary Project / Learn Hopi orthography,hop-Latn-US,United States,6344,7105,7866,0,1776,7866,7866,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,436.037,0.000,8618.036,,,109,109,1,134,108,108,35,134,108,109,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,108,108,GRG-US-009,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Hopi pools mesa/community varieties; interval is a ceiling for the Third Mesa edition Caveat: First Mesa and Second Mesa localization is not claimed."
111,OBS-GRG-US-010,Tohono O'odham in official Alvarez-Hale orthography,ood-Latn-US,United States,5672,6343,7014,0,1586,7014,7014,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,389.389,0.000,7684.579,,,110,110,1,134,111,111,35,134,110,111,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,110,110,GRG-US-010,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
112,OBS-GRG-US-024,Standard Fijian / Vosa Vakaviti school register,fj-Latn-FJ,United States,5194,6229,7264,0,1557,7264,7264,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,382.269,0.000,7958.481,,,111,111,1,134,110,110,35,134,110,111,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,110,110,GRG-US-024,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
113,OBS-GRG-US-011,North Slope / North Alaskan Inupiatun edition using the accepted UAF/ANLA orthography and definitive North Slope lexicon,esi-Latn-US,United States,5302,5819,6336,0,1455,6336,6336,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,357.226,0.000,6941.759,,,112,112,1,134,112,112,35,134,112,112,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,112,112,GRG-US-011,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Inupiaq pools North Alaskan and Seward Peninsula varieties; interval is a ceiling for the esi edition Caveat: Using esi replaces the non-exact ik macrolanguage tag; no Seward Peninsula coverage is claimed."
114,OBS-GRG-US-031,Mam in ALMG normative orthography,mam-Latn-GT,United States,3947,5062,6177,0,1266,6177,6177,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,310.824,0.000,6767.557,,,114,114,1,134,113,113,35,134,113,114,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,113,113,GRG-US-031,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
115,OBS-GRG-US-013,Odawa edition using the Nishnaabemwin Odawa and Eastern Ojibwe dictionary's documented Double-Vowel profile,otw-Latn-US,United States,4099,4888,5677,0,1222,5677,5677,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,300.021,0.000,6219.754,,,115,115,1,134,114,114,35,134,114,115,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,115,115,GRG-US-013,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Ottawa does not identify community or dictionary-standard competence; interval is a ceiling Caveat: Exact dictionary profile is reproducible; no universal Odawa standard is asserted."
116,OBS-GRG-US-020,Palauan national school-literacy register,pau-Latn-PW,United States,4023,4670,5317,0,1168,5317,5317,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,286.763,0.000,5825.336,,,116,116,1,134,116,116,35,134,116,116,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,116,116,GRG-US-020,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
117,OBS-GRG-AU-002,Djambarrpuyŋu written educational profile,djr-Latn-AU,Australia,3870,3870,3870,0,968,3870,3870,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,237.660,0.000,4239.995,,,117,117,1,134,120,120,35,134,117,120,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,117,117,GRG-AU-002,GRG-S002,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
118,OBS-GRG-US-032,K'iche' in ALMG normative orthography,quc-Latn-GT,United States,2944,3787,4630,0,947,4630,4630,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,232.504,0.000,5072.655,,,118,118,1,134,117,117,35,134,117,118,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,117,117,GRG-US-032,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
119,OBS-GRG-US-014,Apsáalooke community curriculum profile,cro-Latn-US,United States,3194,3650,4106,0,912,4106,4106,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,223.911,0.000,4498.558,,,119,119,1,134,118,118,35,134,118,119,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,119,119,GRG-US-014,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
120,OBS-GRG-US-006,Two-output Choctaw bundle: Choctaw Nation of Oklahoma instructional alphabet plus Mississippi Band modern Byington-variant alphabet,cho-Latn-US|cho-Latn-US,United States,6523,7260,7997,0,1815,7997,7997,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,1825474,8146098,37329142,222.806,0.000,4380.780,,,120,120,1,134,119,119,35,134,119,120,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,119,119,GRG-US-006,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: One ACS Choctaw observation cannot be split between tribal standards and must never be multiplied by two Caveat: BCP 47 cannot distinguish the two tribal editions; edition identity is carried by the named authority."
121,OBS-GRG-AU-006,Pitjantjatjara Aṉangu school profile,pjt-Latn-AU,Australia,3458,3458,3458,0,864,3458,3458,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,212.126,0.000,3788.605,,,121,121,1,134,122,122,35,134,121,122,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,121,121,GRG-AU-006,GRG-S003,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
122,OBS-GRG-US-035,Honduras SECAPPH Garifuna educational edition using its published Garifuna alphabet,cab-Latn-HN,United States,2422,3080,3738,0,770,3738,3738,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,189.048,0.000,4095.375,,,122,122,1,134,121,121,35,134,121,122,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,121,121,GRG-US-035,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: US ACS Garifuna does not identify Honduras / Belize / Guatemala / Nicaragua origin; interval is only a ceiling for the Honduras edition Caveat: No coverage of the other national educational profiles is claimed."
123,OBS-GRG-AU-003,Warlpiri practical school orthography,wbp-Latn-AU,Australia,2624,2624,2624,0,656,2624,2624,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,161.059,0.000,2874.870,,,123,123,1,134,126,126,35,134,123,126,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,123,123,GRG-AU-003,GRG-S002,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
124,OBS-GRG-US-015,Sisseton-Wahpeton / Eastern Dakota edition in the tribal-college documented University of Minnesota orthography,dak-Latn-US,United States,2222,2611,3000,0,653,3000,3000,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,160.322,0.000,3286.818,,,124,124,1,134,123,123,35,134,123,124,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,123,123,GRG-US-015,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: ACS Dakota pools Eastern and Western varieties; interval is a ceiling for the Sisseton-Wahpeton edition Caveat: Western Yankton/Yanktonai coverage is not claimed."
125,OBS-GRG-US-033,Q'anjob'al in ALMG normative orthography,kjb-Latn-GT,United States,1532,2253,2974,0,563,2974,2974,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,138.226,0.000,3258.332,,,125,125,1,134,124,124,35,134,124,125,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,125,125,GRG-US-033,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
126,OBS-GRG-US-022,Kosrae State standard Kosraean,kos-Latn-FM,United States,1390,2051,2712,0,513,2712,2712,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,125.950,0.000,2971.283,,,127,127,1,134,125,125,35,134,125,127,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,125,125,GRG-US-022,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
127,OBS-GRG-AU-004,Murrinh-Patha community dictionary/school profile,mwf-Latn-AU,Australia,2081,2081,2081,0,520,2081,2081,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,127.668,0.000,2279.956,,,126,126,1,134,128,128,35,134,126,128,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,126,126,GRG-AU-004,GRG-S002,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
128,OBS-GRG-US-034,Maayat'aan (Yucatec Maya) in INALI writing standard,yua-Latn-MX,United States,1155,1708,2261,0,427,2261,2261,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,104.835,0.000,2477.165,,,129,129,1,134,127,127,35,134,127,129,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,127,127,GRG-US-034,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
129,OBS-GRG-AU-005,Alyawarr community educational profile,aly-Latn-AU,Australia,1951,1951,1951,0,488,1951,1951,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,119.812,0.000,2137.527,,,128,128,1,134,129,129,35,134,128,129,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,128,128,GRG-AU-005,GRG-S002,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
130,OBS-GRG-US-028,Two-output bundle: Aruba official Papiamento spelling plus Curaçao/Bonaire official Papiamentu phonological spelling,pap-Latn-AW|pap-Latn-CW|pap-Latn-BQ,United States,950,1422,1894,0,356,1894,1894,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,1825474,8146098,37329142,43.702,0.000,1037.539,,,130,130,1,134,130,130,35,134,130,130,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,130,130,GRG-US-028,GRG-S001,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. Profile recovery: US ACS Papiamento does not identify island origin; the one interval is a pooled ceiling and must never be multiplied across outputs Caveat: Three deployment tags are preserved while two localized byte editions are costed."
131,OBS-GRG-AU-007,Gurindji community dictionary profile,gue-Latn-AU,Australia,623,623,623,0,156,623,623,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,38.301,0.000,682.562,,,131,131,1,134,131,131,35,134,131,131,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,131,131,GRG-AU-007,GRG-S004,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
132,OBS-GRG-AU-010,Warumungu community educational profile,wrm-Latn-AU,Australia,424,424,424,0,106,424,424,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,26.025,0.000,464.537,,,132,132,1,134,132,132,35,134,132,132,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,132,132,GRG-AU-010,GRG-S005,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
133,OBS-GRG-AU-008,Ngarinyman community educational profile,nbj-Latn-AU,Australia,313,313,313,0,78,313,313,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,19.150,0.000,342.925,,,133,133,1,134,133,133,35,134,133,133,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,133,133,GRG-AU-008,GRG-S004,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
134,OBS-GRG-AU-009,Wubuy (source label Nunggubuyu) community profile,nuy-Latn-AU,Australia,283,283,283,0,71,283,283,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,17.432,0.000,310.056,,,134,134,1,134,134,134,35,134,134,134,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,134,134,GRG-AU-009,GRG-S004,base=neutral factor sensitivity; optimistic=high-bound factor sensitivity; scarcity=base sensitivity weighted by the disclosed scarcity proxy; none is an observed harmed-population count,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count."
